Word_tag,Frequency
freepost_SUBST,8
cf1_UNC,3
1yy_UNC,3
0443-223880_ADJ,3
bicc_SUBST,10
small-_SUBST,2
spillard_SUBST,4
tc_SUBST,5
board-room_SUBST,3
tunnicliffe-wilson_SUBST,2
departmnt_SUBST,1
£11BILLION_UNC,2
keville_SUBST,2
insuance_SUBST,1
deteroriate_VERB,2
122p_SUBST,3
partly-paid_ADJ,3
gundy_SUBST,2
macedo_SUBST,15
shankland_SUBST,1
txai_ADJ,1
rubber-tapper_SUBST,3
nosso_SUBST,1
seringueiros_SUBST,2
weatherbeaten_VERB,1
amazonian_SUBST,1
kxinawa_SUBST,1
parauaca_SUBST,1
seringueiro_VERB,1
supprese_VERB,1
employ_SUBST,3
funai_SUBST,1
deskbound_VERB,1
jurua_SUBST,3
rubber-seeker_SUBST,1
xapuri_SUBST,1
extractive_ADJ,3
macedos_SUBST,1
tejo_SUBST,1
rubber-rich_ADJ,1
seringueiro_SUBST,1
chicos_SUBST,1
22comment_UNC,3
guardianfriday_SUBST,1
outdistance_SUBST,2
feasting_SUBST,1
pox_SUBST,2
cantelli_SUBST,2
lipatti_SUBST,3
ginette_SUBST,1
moneybag_SUBST,1
de-regulation_SUBST,1
cqt_SUBST,2
overbidding_SUBST,1
no-fee_ADJ,4
side-step_SUBST,1
addled_ADJ,1
infrastructurally_ADV,1
field-general_SUBST,1
uni-directional_ADJ,1
wave-like_ADJ,1
state-masonry_SUBST,1
pnc_SUBST,2
wave-length_SUBST,1
bir_SUBST,1
arab-_SUBST,1
time-_SUBST,1
yehoshavat_SUBST,1
harkabi_SUBST,5
stone-throwing_SUBST,3
two-state_ADJ,1
-remain_SUBST,1
non-armed_ADJ,2
jibrils_SUBST,1
musas_SUBST,1
mulishly_ADV,2
benyamin_SUBST,1
netanyahu_SUBST,1
de-legitimise_VERB,1
importuning_SUBST,1
trans-frontier_SUBST,1
inter-state_ADJ,1
all-or-nothing_SUBST,1
brandwagon_SUBST,1
polyaromatich_SUBST,1
ocxide_SUBST,1
scania_SUBST,2
kilowat_SUBST,1
11.8g/kw/hr_SUBST,1
g/kw/hr_SUBST,1
distill_VERB,1
technicaldirector_SUBST,1
hydro-desulphurisation_ADJ,1
lawsaffect_VERB,1
a/shanghai_UNC,1
a/singapore_UNC,1
b/yamagata_SUBST,1
rogerstone_SUBST,1
paracetamol_SUBST,1
algae_SUBST,2
phenonemum_SUBST,1
unforseen_ADJ,1
reservior_SUBST,1
reserviour_SUBST,1
anglain_ADJ,1
unpredicable_ADJ,1
severn-trent_SUBST,1
malingere_ADJ,1
medicalisation_SUBST,1
neurotic_SUBST,2
malingerer_SUBST,1
nitrogen-fixing_ADJ,1
catechol_SUBST,5
"2,3-dioxygenase_UNC",1
c230_UNC,2
putida_SUBST,1
mt-2_ADJ,2
pili_SUBST,2
purified_ADJ,6
magnetised_ADJ,2
flagellae/pili_SUBST,1
unmodified_ADJ,5
frost_VERB,1
establishesa_SUBST,1
potherb_SUBST,1
weediness_SUBST,8
nutsedge_SUBST,1
vanishingly_ADV,1
silwood_SUBST,1
prosamo_SUBST,2
five-dice_ADJ,2
liardice_SUBST,2
gate-array-chip_ADJ,1
addictiveness_SUBST,2
astrophysics_SUBST,2
piyush_SUBST,1
ojha_SUBST,1
huchra_SUBST,2
harvard-smithsonian_SUBST,1
clumpy_ADJ,6
clumping_SUBST,1
leiolepis_SUBST,1
bellani_SUBST,1
j.b.losos_SUBST,1
t.j.papenfuss_SUBST,1
j.r.macey_SUBST,1
loso_SUBST,1
preadaptation_SUBST,1
draco_SUBST,1
volan_SUBST,1
559-568_ADJ,1
euro-eye_SUBST,1
sensing_SUBST,5
ers_SUBST,8
pie-in-the-sky-eyes-in-the-sky_UNC,1
mccaughey_SUBST,1
along-track_SUBST,1
0.3c_UNC,1
woce_SUBST,1
terra_UNC,4
incognita_UNC,2
preben_SUBST,1
goodmandsen_SUBST,1
wintertime_SUBST,2
refreeze_SUBST,1
quantitive_ADJ,1
duchossois_SUBST,1
ers-2_UNC,4
issac_SUBST,2
revah_SUBST,1
cne_SUBST,1
valenzuela_SUBST,49
chileans_SUBST,3
papudo_SUBST,1
colina_SUBST,3
draftee_SUBST,1
fuentes_SUBST,5
gallardo_SUBST,11
weibel_SUBST,7
bratti_ADJ,1
cornejo_SUBST,1
bratti_SUBST,5
contreras_SUBST,1
maluje_SUBST,3
muzzled_ADJ,1
flores_UNC,2
cauce_SUBST,1
vicariate_SUBST,3
parada_SUBST,1
cerda_SUBST,4
mirista_SUBST,1
arce_SUBST,5
correctional_ADJ,2
capobianco_SUBST,2
motala_SUBST,1
death-squad_SUBST,1
akhalwaya_SUBST,1
prakash_SUBST,1
mozambican_ADJ,2
chissano_SUBST,2
repatriate_SUBST,1
wan_SUBST,4
"3,115_ADJ",1
wide-scale_ADJ,1
co-legislating_SUBST,1
decontrol_VERB,3
atlanticism_SUBST,2
pro-unity_ADJ,1
heym_SUBST,1
magirius_SUBST,1
pro-reunification_ADJ,1
stoyan_SUBST,1
mihailov_SUBST,1
recoven_VERB,1
elazar_SUBST,1
rabotnichesko_UNC,1
delo_UNC,3
"190,000_ADJ",4
44-volume_SUBST,1
dertliev_SUBST,1
15-week_ADJ,2
lurigancho_SUBST,1
reponsible_ADJ,2
rolando_SUBST,2
cabezas_SUBST,2
marquina_SUBST,1
rabanal_SUBST,1
anti-guerrilla_ADJ,1
vuono_SUBST,1
"764,000_ADJ",1
"630,000_ADJ",2
wolfowitz_SUBST,3
nato-warsaw_SUBST,1
counter-terrorist_ADJ,1
xviii_ADJ,2
"6,000-tonne_UNC",1
reichler_SUBST,1
disarming_SUBST,2
azcona_SUBST,1
violator_SUBST,1
£3.50p_UNC,1
$620_SUBST,1
leuween_SUBST,2
vice-foreign_SUBST,1
zhou_SUBST,1
succour_VERB,4
fawn_SUBST,7
scouring_SUBST,2
agoraphobic_ADJ,2
bsac_SUBST,3
decompression_SUBST,7
bsac_ADJ,2
wilmhurst_SUBST,1
recompress_VERB,1
linford_SUBST,5
warm-weather_ADJ,2
roddan_SUBST,1
rosswess_SUBST,3
bunney_SUBST,2
auckland-bound_ADJ,1
mcgeorge_SUBST,1
7min_SUBST,1
maturing_SUBST,3
punching_ADJ,4
andreetti_SUBST,2
quinones_SUBST,2
olajade_SUBST,6
barkley_SUBST,7
2002_ADJ,4
stadium-building_SUBST,2
neuberger_SUBST,4
one-match_ADJ,3
sus_SUBST,2
24-nation_ADJ,3
yellow-card_ADJ,2
griga_SUBST,2
gheorghe_SUBST,4
hagi_SUBST,6
razaq_SUBST,2
albalooshi_SUBST,2
mehmed_ADJ,2
bazdarevic_SUBST,2
red-card_ADJ,2
rickett_VERB,4
rickett_SUBST,4
1-6_ADJ,4
elly_SUBST,2
hakami_SUBST,6
27-minute_ADJ,2
m'barki_SUBST,2
head-high_ADJ,1
heugh_SUBST,3
frizington_SUBST,1
geary_SUBST,1
mcmullan_SUBST,1
ombudsfan_SUBST,1
3.35pm_ADV,1
late-arriving_ADJ,1
priestfield_SUBST,1
£2.70_UNC,1
£3.90_UNC,1
hobbins_SUBST,1
reddy_SUBST,1
18st_SUBST,1
mittel_SUBST,1
alias_SUBST,5
rosenery_SUBST,1
app_VERB,24
burruchaga_SUBST,7
caniggia_SUBST,2
troglio_SUBST,2
seeded_SUBST,6
orange-tinted_ADJ,1
hagi_ADJ,1
camataru_SUBST,1
dumitrescu_SUBST,3
kying-hoon_SUBST,1
soon-ho_SUBST,1
joo-sung_SUBST,1
aleinikov_SUBST,2
zavarov_SUBST,2
protasov_SUBST,1
litovchenko_SUBST,1
vazquez_SUBST,1
sanchis_SUBST,1
chendo_SUBST,1
hysen_SUBST,2
thern_SUBST,1
ekstrom_SUBST,1
magnusson_SUBST,1
gladden_VERB,6
emirate_SUBST,1
zagalo_SUBST,2
meola_SUBST,1
francescoli_SUBST,1
perdomo_SUBST,1
close-passing_SUBST,1
klinsmann_SUBST,3
augenthaler_SUBST,1
zlatko_SUBST,1
vujovic_SUBST,1
stojkovic_ADJ,1
susic_SUBST,2
ceuleman_SUBST,1
elst_SUBST,1
cameroun_VERB,5
cameroun_SUBST,32
cayasso_SUBST,1
coronado_SUBST,1
bilek_VERB,1
moravcik_SUBST,1
skuhravy_SUBST,1
fourth-rated_ADJ,1
diddyman_SUBST,1
christo_SUBST,3
season-ending_SUBST,2
annacone_SUBST,3
grabb_SUBST,8
kratzman_SUBST,5
rahunen_SUBST,1
jansson_SUBST,1
kratzmann_SUBST,3
359th_ADJ,1
jarryd_SUBST,5
visser_SUBST,3
rusch_SUBST,12
farges_SUBST,12
a.f._SUBST,6
11st_ADJ,4
ex-french_ADJ,2
tonight_SUBST,2
bula_ADJ,4
betweeen_SUBST,2
bula_SUBST,4
ferrero_SUBST,4
rocher_SUBST,6
14lb_SUBST,3
8lb_SUBST,4
ook_VERB,2
"£11,246_UNC",2
croghan_SUBST,2
maintown_SUBST,2
jonothan_SUBST,2
leggett_SUBST,6
shamateur_SUBST,4
journo_SUBST,2
rugger-bugger_SUBST,2
mumbled_ADJ,4
no-comment_SUBST,2
post-game_SUBST,2
soaraway_SUBST,2
goolie_SUBST,2
paypacket_SUBST,2
log-cabin_SUBST,2
gavaskar_SUBST,2
trevino_SUBST,3
internationalsuperstar_SUBST,1
whatsit_SUBST,2
thingymabob_SUBST,2
purse-string_SUBST,2
washbrook_SUBST,11
jaunty-peaked_SUBST,1
sgt-major_SUBST,1
hovis-type_ADJ,1
sweetshop-newsagent_SUBST,1
whizzbang_SUBST,1
jo'burg_SUBST,1
1948-49_ADJ,1
andmutter_VERB,1
11.34am_ADV,1
cap-peak_SUBST,1
lindwall_VERB,1
pphh_SUBST,1
tennis-ball_ADJ,1
heroically_ADV,4
cockily_ADV,1
washy_SUBST,2
10-round_ADJ,2
33-fight_ADJ,2
bonecrusher_SUBST,2
½-stone_UNC,2
goram_SUBST,1
½-1_UNC,1
gantlet_SUBST,1
vagog_SUBST,2
westown_SUBST,1
parlezvousfrancais_SUBST,1
ambegate_SUBST,1
never-say-die_ADJ,1
vagog_VERB,1
1.20_ADJ,2
1.55_ADJ,1
tebitto_SUBST,1
"£4,491_UNC",1
fast-falling_ADJ,1
"£375,000_UNC",1
evertonian_SUBST,1
atteveld_SUBST,1
sterland_SUBST,2
"£17,700_UNC",1
18-year_ADJ,1
head-butting_ADJ,1
hatherell_SUBST,1
soma_SUBST,9
10th-minute_ADJ,2
cherzeel_SUBST,2
grimley_SUBST,7
jasminder_SUBST,2
matharu_SUBST,4
mccrea_SUBST,12
pucker_VERB,2
under-24_ADJ,2
cuming_SUBST,2
cumings_SUBST,2
"£16,780_UNC",2
sra_SUBST,6
woodcock_SUBST,7
northwich_SUBST,5
blimpish_ADJ,2
schoolmarmy_ADJ,2
kessaris_SUBST,4
santrock_SUBST,4
audra_SUBST,3
offr_VERB,1
bodimeade_SUBST,1
6-9_ADJ,2
9-4_ADJ,7
profoundness_SUBST,1
sepp_SUBST,2
blatter_SUBST,4
deep-lying_ADJ,1
arrica_SUBST,4
rojas_SUBST,4
stoppel_SUBST,1
aravena_SUBST,1
roja_SUBST,2
astengo_SUBST,1
maracana_SUBST,1
sepp_VERB,1
second-draw_ADJ,2
matthaus_SUBST,3
brehme_SUBST,3
mant_SUBST,1
foinavon_SUBST,28
four-foot-long_ADJ,1
46sec_SUBST,1
promising-looking_ADJ,1
coursing_SUBST,4
109th_ADJ,2
four-round_ADJ,2
first-timer_SUBST,6
four-handicapper_SUBST,2
three-under_ADJ,2
20-handicapper_SUBST,2
thuel_SUBST,2
five-under-par_ADJ,2
67s_ADJ,2
camrose_SUBST,3
"4,000-plus_UNC",1
lewington_SUBST,1
quadrangular_ADJ,1
baerlein_SUBST,7
a.f.budge_SUBST,1
2st_SUBST,1
springholm_SUBST,1
tuning-up_SUBST,1
repington_SUBST,1
dudie_SUBST,1
kribensis_SUBST,4
osric_SUBST,1
n.h._SUBST,1
tel-echo_SUBST,1
ruddel_SUBST,1
fistic_ADJ,2
astrategy_SUBST,1
$100million_SUBST,6
jeering_SUBST,3
ranked_ADJ,5
backtracking_SUBST,1
roughing-up_SUBST,1
bolo_SUBST,4
counter-shot_SUBST,1
logist_SUBST,1
116-111_ADJ,1
588_ADJ,1
workrate_ADJ,1
$9.1million_SUBST,1
ringsider_SUBST,1
knockout_VERB,2
cooney_SUBST,94
schmeling_SUBST,8
honouring_SUBST,4
kinshasa_SUBST,2
well-struck_ADJ,2
qasim_SUBST,3
zahid_SUBST,3
bhopali_SUBST,2
anjum_SUBST,2
qamar_SUBST,2
shahid_SUBST,1
qasi_SUBST,1
mohib_SUBST,1
farhat_SUBST,1
junaid_SUBST,1
47min_SUBST,1
tahir_SUBST,1
arif_SUBST,1
shahbaz_SUBST,1
feroze_SUBST,1
bajwa_SUBST,1
pre-winter_ADJ,1
six-point_SUBST,1
alderley_SUBST,2
silksworth_SUBST,3
up-graded_ADJ,2
coach/_SUBST,2
harriman_SUBST,4
buttimore_SUBST,5
whitson_SUBST,4
eight-week_ADJ,5
ystrad_SUBST,2
line-kicking_SUBST,1
ignat_SUBST,3
mircea_SUBST,1
paraschiv_SUBST,2
popovici_SUBST,1
radulescu_SUBST,1
28-22_ADJ,1
58-3_ADJ,1
brimful_SUBST,1
12-6_ADJ,3
all-gloucester_SUBST,1
watsonian_SUBST,2
stewart's-melville_SUBST,4
jedforest_SUBST,1
academical_SUBST,5
heriot_SUBST,8
fp_SUBST,4
toader_SUBST,2
serban_SUBST,2
lungu_SUBST,2
sava_SUBST,2
chirila_SUBST,2
neaga_SUBST,2
leonte_SUBST,2
ciorascu_SUBST,2
doja_SUBST,2
dumitras_SUBST,2
baldrickian_ADJ,2
ball-by-ball_ADJ,3
reappointment_SUBST,2
25-point_ADJ,2
over-grassed_ADJ,2
cottam_SUBST,4
teessider_SUBST,1
dagley_SUBST,2
"1,166-1,008_ADJ",1
morpeth-newcastle_SUBST,2
vreni_SUBST,3
seven-under-par_SUBST,2
bird-breeder_SUBST,2
frickley_SUBST,2
glenville_SUBST,2
donegal_SUBST,35
turnfurlong_SUBST,2
34-year_ADJ,2
evocatively_ADV,3
85-86_ADJ,2
fair-minded_ADJ,9
front-row_SUBST,1
38-17_ADJ,1
22-10_ADJ,1
18-17_ADJ,1
20-20_ADJ,1
carnevale_SUBST,4
offside_SUBST,2
goalline_SUBST,1
1970-71_ADJ,1
suggett_SUBST,1
britian_SUBST,1
4-4_ADJ,3
grass-court_ADJ,2
gallaghers_SUBST,2
£1.25million_UNC,1
alwen_SUBST,1
22-0_ADJ,2
eight-frame_SUBST,2
7-8_ADJ,2
ferrie_SUBST,2
light-heavyweight_SUBST,2
medalist_SUBST,2
kokataylo_SUBST,6
33-year-old_SUBST,2
budokwai_SUBST,2
pre-event_ADJ,2
ayear_SUBST,1
astrik_SUBST,4
gayane_SUBST,3
gohar_SUBST,4
ashot_SUBST,2
gohar_VERB,2
agnieszka_SUBST,1
piotrowska_SUBST,1
smilax_SUBST,1
malfi_SUBST,5
death-haunted_ADJ,1
imagistic_ADJ,1
l980_UNC,1
fotini_SUBST,1
dimou_SUBST,1
1504_ADJ,2
chair-straddling_ADJ,1
bosola_SUBST,1
incestuously_ADV,1
tragedy-queen_SUBST,1
lycanthropic_ADJ,1
fuliginous_ADJ,1
fizzing_ADJ,3
fizze_SUBST,1
druiett_SUBST,1
smell-card_SUBST,1
givenchy_SUBST,6
schoolboyish_ADJ,2
spiritedness_SUBST,1
gozzi_ADJ,1
sendak_SUBST,2
riproaring_ADJ,1
belly-laugh_SUBST,2
bonaventura_SUBST,1
bottone_SUBST,1
truffaldino_SUBST,1
deftly-timed_ADJ,1
bottone_VERB,1
angas_SUBST,1
offenbach_SUBST,2
painting-how_ADV,1
hammons-should_VERB,1
re-embroidered_ADJ,1
hand-dyed_ADJ,2
costume-but_CONJ,1
charlene_SUBST,32
jobcentres_SUBST,1
vouchered_ADJ,1
hawking_SUBST,10
lucasian_ADJ,2
extra-terrestrial_ADJ,1
drama-documentary_SUBST,1
transworld_SUBST,1
empathically_ADV,1
1.78million_UNC,2
£73billion_UNC,2
1.96_ADJ,2
£103_UNC,2
house-moving_ADJ,2
removers_SUBST,2
housemove_VERB,2
one-person_ADJ,5
noticable_ADJ,3
j.mmurry_SUBST,1
alcool_SUBST,1
camphre_SUBST,1
friction_VERB,1
souffrez_VERB,1
s_VERB,1
bolshevist_ADJ,1
obshchestvennoe_SUBST,1
dvizhenie_SUBST,1
leninist_SUBST,1
nabokov-wilson_SUBST,1
1940-1971_ADJ,1
karlinsky_SUBST,1
russety-greenish_ADJ,1
fieldfare_VERB,1
winter-visiting_ADJ,1
blackcap_SUBST,1
november-_ADJ,1
december-picked_ADJ,1
basket-full_ADJ,1
pitful_ADJ,1
aually_ADV,1
anti-air_SUBST,1
fams_SUBST,2
thomson-csf_ADJ,1
jetliner_SUBST,1
$4billion_SUBST,1
wide-bodied_ADJ,1
350-seater_ADJ,1
a330_UNC,2
md-11_ADJ,1
trijet_SUBST,1
$70million-plus_SUBST,1
$110billion_SUBST,1
767x_UNC,1
$2billion_SUBST,4
pritzker_SUBST,4
alegal_SUBST,1
pennzoil_VERB,2
pennzoil_SUBST,5
$35billion_SUBST,2
80's_ADJ,1
repellant_SUBST,1
£38million_UNC,1
greengate_SUBST,3
ceat_SUBST,1
cavi_SUBST,1
grupo_SUBST,1
espagnol_SUBST,1
£106million_UNC,1
brintec_SUBST,1
elastomeric_ADJ,1
£42million_UNC,2
£32.7_UNC,1
burns-anderson_SUBST,1
harvey-_SUBST,1
£4.2million_UNC,1
£4.6million_UNC,1
£3.6million_UNC,3
hicking_SUBST,1
"£415,000_UNC",2
carlson_SUBST,2
£11.1million_UNC,1
£10.5million_UNC,1
"1,363.5_ADJ",1
400million_UNC,1
679p_SUBST,1
"37,724.06_ADJ",1
"2,754.11_ADJ",1
691.26_ADJ,1
547.6_ADJ,1
20-50_ADJ,2
"290,000_ADJ",1
20-49_ADJ,1
"50-1,000_ADJ",1
loans-based_ADJ,1
return-to-work_ADJ,1
hitech_SUBST,1
owner-manager_SUBST,2
deskilling_ADJ,1
misapply_VERB,2
50-page_ADJ,2
adminstration_SUBST,1
holders_SUBST,2
but_UNC,1
holders.but_SUBST,1
anglia124-1298.515.8_ADJ,1
northumbrian127-1328.913.4_ADJ,1
west121-1268.735.6_ADJ,1
trent125-1308.254.5_ADJ,1
southern125-1308.355.4_ADJ,1
west121-1269.683.9_ADJ,1
thames127-1328.105.8_ADJ,1
welsh123-1289.314.1_ADJ,1
wessex125-1308.455.0_ADJ,1
yorkshire123-1288.575.4_ADJ,1
cross-ownership_ADJ,1
fire-power_SUBST,2
shirayama_SUBST,1
£50million_UNC,4
$248million_SUBST,1
£157million_UNC,2
"2,731.23_ADJ",1
boesky_ADJ,5
boesky_SUBST,22
lompoc_SUBST,1
basketmake_VERB,1
$62million_SUBST,2
$20.8million_SUBST,1
£305_UNC,4
spalvins_SUBST,12
dallhold_VERB,2
a$2.5billion_UNC,3
a$8billion_UNC,5
a$150million_UNC,1
toppled_ADJ,2
a$1.2billion_UNC,3
$6.75billion_SUBST,2
$4.5billion_SUBST,1
$750million_SUBST,1
woolies_SUBST,2
pile-it-high_ADJ,1
£460million_UNC,2
safeways_SUBST,2
whsmith_SUBST,2
bye-bye_INTERJ,2
£145m_UNC,2
£145million_UNC,2
kumagai_SUBST,1
£70million_UNC,3
£143million_UNC,2
obhayashi_SUBST,1
£140million_UNC,1
kensetsu_SUBST,1
ferries-to-orient_SUBST,1
$1.036billion_SUBST,1
£659_UNC,1
$641million_SUBST,1
$1.1billion_SUBST,2
olsson_SUBST,1
$14.8million_SUBST,1
$103million_SUBST,1
genstar_SUBST,1
$400million_SUBST,1
iow_SUBST,1
cazy_ADJ,1
iliffe_SUBST,1
£107million_UNC,1
$1.3billion_SUBST,1
entel_SUBST,1
aerolineas_SUBST,1
argentinas_SUBST,1
petro-chemical_ADJ,1
$500million_SUBST,3
$30million_SUBST,1
$40million_SUBST,2
insrance_SUBST,1
technolog_SUBST,1
2.2million_UNC,2
£5billion_UNC,2
4.5million_UNC,1
2.5million_UNC,1
2.1million_UNC,1
£4.8billion_UNC,1
2.25million_UNC,1
126p_SUBST,3
124p_SUBST,2
123p_SUBST,1
n&p_UNC,2
buy.they_SUBST,2
barclayshare_VERB,2
sharelink_VERB,2
pre-register_SUBST,2
744500_ADJ,2
9.00am_ADV,1
oversubscription_SUBST,2
non-priority_ADJ,1
part-payment_SUBST,1
bargain-basement_SUBST,1
$1.61_SUBST,1
wythenshawe_SUBST,3
"£65,000_UNC",4
together_SUBST,1
police_UNC,1
hyland_SUBST,1
gwynned_ADJ,1
canova_SUBST,2
graces_SUBST,3
£7.6_UNC,4
"£8,800_UNC",1
"£3,600_UNC",1
6.20am_ADV,2
gilks_SUBST,2
pettit_SUBST,1
348_ADJ,6
wiesenthal_SUBST,1
hyperlipidaemia_SUBST,1
100grams_SUBST,1
hueghan_SUBST,1
strictly-controlled_ADJ,1
tommorrow_SUBST,1
natfhe_VERB,2
natfhe_SUBST,4
4.67_ADJ,1
director-designate_ADJ,2
greeen_ADJ,1
coskun_SUBST,1
yenici_SUBST,6
hatice_SUBST,2
anutkan_SUBST,2
anukan_SUBST,1
kunter_SUBST,1
"£3,265_UNC",1
sexually-transmitted_ADJ,4
donated_ADJ,1
best-informed_ADJ,1
gonorrhea_SUBST,1
districtphotograph_SUBST,1
apottery_ADJ,1
£3.7million_UNC,2
wintersgill_SUBST,1
681-907_ADJ,1
£40million_UNC,3
d'huddersfield_SUBST,1
burdock_SUBST,2
300ft_SUBST,1
sugary_SUBST,1
un-french_ADJ,1
irn_SUBST,1
sobbingly_ADV,1
atory_ADJ,2
inflation-linked_ADJ,1
pro-market_ADJ,1
osteoporosis_SUBST,3
brittle-bone_ADJ,1
supplementation_SUBST,1
calcium-enriched_ADJ,1
calcia_SUBST,1
rundall_SUBST,1
ostermilk_SUBST,2
cw-2mark_SUBST,1
noi_ADJ,1
bai_ADJ,1
ex-immigration_ADJ,2
subterfuge_VERB,2
perriman_SUBST,1
thayer_SUBST,1
119-page_ADJ,3
10-month_ADJ,1
contractural_ADJ,1
us$60_UNC,1
repugnance_SUBST,2
marmaduke_SUBST,3
early-day_ADJ,1
£38.8_UNC,1
invalidation_SUBST,1
deductible_SUBST,1
rubber-_SUBST,1
under-inform_VERB,1
eye-shade_SUBST,1
carefully-honed_ADJ,1
light-handed_ADV,1
sub_VERB,1
bjelke-petersen_SUBST,2
bestowal_SUBST,1
pre-tv_ADJ,1
trendily-cut_ADJ,1
share-out_SUBST,1
non-homeowner_SUBST,1
shareowner_SUBST,4
45-54_ADJ,1
55-64_ADJ,1
25-34_ADJ,1
£196_UNC,1
non-privatisation_ADJ,1
£13.90_UNC,1
cholera-infested_ADJ,1
white-knuckled_ADJ,1
pepper-grinder_ADJ,1
blaker-heseltine_SUBST,1
d'souza_SUBST,2
state-administered_ADJ,1
guardianwednesday_SUBST,2
quang_SUBST,2
ninh_SUBST,2
giang_SUBST,2
self-reforming_ADJ,2
quangoid_ADJ,2
self-regulator_SUBST,2
over-arching_ADJ,3
ormskirk_SUBST,4
westlands_SUBST,1
91st_ADJ,1
passchendaele_SUBST,1
dredged_ADJ,1
lappel_SUBST,1
lei_UNC,1
3.30pm_ADV,2
17-minute_ADJ,1
ruddigore_SUBST,1
blankley_SUBST,5
near-post_ADJ,1
non-leaguers_SUBST,1
mottashed_ADJ,3
loram_VERB,1
seven-league_ADJ,1
bashley_SUBST,3
"4,091_ADJ",1
simpkins_SUBST,6
watership_SUBST,2
og_VERB,1
loram_SUBST,3
mironov_SUBST,10
2.18_ADJ,1
gagarin_SUBST,1
sergeev_SUBST,4
mishakov_SUBST,4
tikhonov_SUBST,8
trevaskis_SUBST,2
30-yard_SUBST,1
bick_SUBST,1
polglase_SUBST,1
zuev_SUBST,2
kuperman_SUBST,3
paarshin_SUBST,1
necheaev_SUBST,4
varapaev_SUBST,3
losabezidze_SUBST,2
moronov_SUBST,1
frantzuzov_SUBST,3
molchanov_SUBST,4
malikov_SUBST,3
hohlov_SUBST,1
khairulin_SUBST,2
speadbury_SUBST,1
self-destructiveness_SUBST,1
89th-minute_ADJ,2
substitue_SUBST,1
89min_SUBST,1
ogrizovic_ADJ,1
tilson_SUBST,1
petrify_VERB,1
spotland_SUBST,3
8-9_ADJ,1
unsponsored_ADJ,1
unpenalised_ADJ,1
disruptively_ADV,1
20.00_ADJ,7
16.00._ADJ,7
20.00._ADJ,15
16.00_ADJ,6
17.00._ADJ,1
urug_SUBST,3
udine_SUBST,3
braz_SUBST,4
swe_SUBST,3
eng_SUBST,12
wdowczyk_VERB,1
pittodrie_SUBST,1
mcgarvey_SUBST,1
inside-left_SUBST,1
heelis_SUBST,1
anchorian_SUBST,1
tasker_SUBST,2
"2,108_ADJ",2
close-circuit_ADJ,2
rheinstadion_SUBST,1
dutchmen_SUBST,2
finsh_VERB,1
readdress_VERB,1
thijs_SUBST,2
lijbregts_SUBST,2
rinus_SUBST,1
operatically_ADV,1
general-secretary_SUBST,1
fellini_SUBST,3
sex-change_ADJ,1
tyldesley_SUBST,1
"2,046_ADJ",1
961_ADJ,1
9-8_ADJ,2
maskill_SUBST,8
divorty_SUBST,2
henjak_SUBST,2
barraclough_SUBST,3
pendlebury_SUBST,1
away_SUBST,1
molby_SUBST,4
69min_SUBST,1
walklin_SUBST,3
pascall_SUBST,2
casteret_SUBST,1
beardsmore_SUBST,3
pardew_SUBST,2
carload_SUBST,1
close-to-the-line_ADJ,1
football-style_SUBST,1
berrington_SUBST,2
battering-ram_ADJ,1
strangehold_SUBST,1
riggs_SUBST,1
cwmbran_SUBST,3
nowseem_VERB,1
rodber_SUBST,8
dislay_SUBST,1
two-handed_ADV,1
ever-active_ADJ,1
heslop_VERB,1
thacker_SUBST,1
hindmarsh_SUBST,1
granby_SUBST,12
wilke_SUBST,1
89-88_ADJ,1
88-83_ADJ,1
landell_SUBST,2
dabney_SUBST,1
bromwell_SUBST,1
111-77_ADJ,1
micah_INTERJ,1
blunt_SUBST,8
weyhill_SUBST,1
sandeman_SUBST,2
rec_SUBST,4
pacemaking_ADJ,2
granddam_SUBST,1
"14,000gns_SUBST",1
ridulous_ADJ,1
dreaper_SUBST,5
carvill_SUBST,5
durkan_ADJ,1
punchestown_SUBST,3
belsham_SUBST,1
32-0_ADJ,1
euphemistic_ADJ,1
57-10_ADJ,1
hartlepool-based_ADJ,1
44.09sec_UNC,1
40sec_SUBST,1
ikem_SUBST,1
19.46sec_UNC,1
21.30sec_UNC,1
6.64sec_UNC,1
breland_SUBST,1
wbc_SUBST,1
fujio_SUBST,1
ozaki_SUBST,3
lachie_SUBST,3
deuchar_SUBST,2
|c_SUBST,1
conlude_VERB,1
queenslander_SUBST,1
11.30pm_ADV,1
deepdale_SUBST,1
hillheads_SUBST,1
clarty_ADJ,1
claggy_ADJ,1
barnstorming_SUBST,1
poorly-struck_ADJ,1
after-match_ADJ,2
spectatator_SUBST,1
33min_SUBST,1
gowens_SUBST,1
pancea_SUBST,1
half-chance_SUBST,1
screamer_SUBST,2
75min_SUBST,1
seagraves_SUBST,1
elleray_SUBST,4
under-hit_VERB,1
gittin_SUBST,1
kerslake_SUBST,1
60min_SUBST,1
stancliffe_SUBST,1
48-minute_ADJ,1
jarryd_VERB,2
ravi_ADJ,1
sialkot_SUBST,2
324_ADJ,4
aravinda_SUBST,2
367_ADJ,1
nurenburg_SUBST,1
reel-to-reel_SUBST,1
buchi_SUBST,4
emecheta_SUBST,15
dead-eyed_ADJ,2
nettell_SUBST,3
methuen_SUBST,8
gowar_SUBST,1
£1.99_UNC,7
